150
35	Atlanta	39.4017	100000	-84.42259	33.7629	ATL
36	 Virginia Beach	39.3069	100000	-76.04367	36.73936	VIB
37	Albuquerque	38.4736	100000	-106.6246	35.11722	ALB
38	Oakland	37.2242	100000	-122.2246	37.77154	OAK
39	Pittsburgh	36.9879	100000	-79.9767	40.43921	PIT
40	Sacramento	36.9365	100000	-121.4674	38.56685	SAC
41	Minneapolis	36.8383	100000	-93.26685	44.96185	MPL
42	Tulsa	36.7302	100000	-95.91641	36.12775	TUL
43	Cincinnati	36.404	100000	-84.50596	39.1398	CIN
44	Miami	35.8548	100000	-80.21085	25.77567	MIA
45	Fresno	35.4202	100000	-119.7929	36.7806	FRE
46	Omaha	33.5795	100000	-96.01175	41.2639	OMA
47	Toledo	33.2943	100000	-83.58165	41.66395	TOL
48	Buffalo	32.8123	100000	-78.85968	42.8898	BUF
49	Wichita	30.4011	100000	-97.34267	37.68735	WIC
50	Santa Ana	29.3742	100000	-117.8821	33.7364	SA
51	Mesa	28.8091	100000	-111.7403	33.41774	MES
52	Colorado Springs	28.114	100000	-104.7599	38.8632	CS
53	Tampa	28.0015	100000	-82.48212	27.959	TMP
54	Newark	27.5221	100000	-74.17325	40.7241	NEW
55	St. Paul	27.2235	100000	-93.10369	44.94774	STP
56	Louisville	26.9063	100000	-85.74116	38.22475	LOU
57	Anaheim	26.6406	100000	-117.8723	33.8389	ANA
58	Birmingham	26.5968	100000	-86.80004	33.52758	BIR
59	Arlington	26.1721	100000	-97.12751	32.6945	ARL
60	Norfolk	26.1229	100000	-76.24494	36.9232	NOR
61	Las Vegas	25.8295	100000	-115.2228	36.20575	LV
62	Corpus Christi	25.7453	100000	-97.29283	27.70573	CC
63	St. Petersburg	23.8629	100000	-82.64212	27.758	STP
64	Rochester	23.1636	100000	-77.61584	43.16865	ROC
65	Jersey City	22.8537	100000	-74.06496	40.7113	JC
66	Riverside	22.6505	100000	-117.3974	33.94044	RIV
67	Lexington-Fayette	22.5366	100000	-84.45946	38.04275	LEX
68	Akron	22.3019	100000	-81.5215	41.0804	AKR
69	Aurora	22.2103	100000	-104.7298	39.71227	AUR
70	Baton Rouge	21.9531	100000	-91.12604	30.44897	BR
71	Stockton	21.0943	100000	-121.3067	37.96985	STO
72	Raleigh	20.7951	100000	-78.65875	35.82195	RAL
73	Richmond	20.3056	100000	-77.47458	37.53105	RIC
74	Shreveport	19.8525	100000	-93.80005	32.47195	SHR
75	Jackson	19.6637	100000	-90.20854	32.31973	JAC
76	Mobile	19.6278	100000	-88.08896	30.67745	MOB
77	Des Moines	19.3187	100000	-93.61741	41.57674	DES
78	Lincoln	19.1972	100000	-96.68817	40.8164	LIN
79	Madison	19.1262	100000	-89.38752	43.0798	MAD
80	Grand Rapids	18.9126	100000	-85.65573	42.96125	GRA
81	Yonkers	18.8082	100000	-73.86751	40.94703	YON
82	Hialeah	18.8004	100000	-80.29677	25.86175	HIA
83	Montgomery	18.7106	100000	-86.28429	32.3544	MON
84	Lubbock	18.6206	100000	-101.8754	33.57585	LUB
85	Greensboro	18.3521	100000	-79.82689	36.0789	GRE
86	Dayton	18.2044	100000	-84.19736	39.77907	DAY
87	Huntington Beach	18.1519	100000	-118.0081	33.69176	HUN
88	Garland	18.065	100000	-96.6293	32.9108	GAR
89	Glendale	18.0038	100000	-118.2533	34.17672	GLE
90	Spokane	17.7196	100000	-117.414	47.6723	SPO
91	Tacoma	17.6664	100000	-122.4598	47.252	TAC
92	Little Rock	17.5795	100000	-92.35408	34.7224	LR
93	Bakersfield	17.482	100000	-119.0046	35.3577	BAK
94	Fremont	17.3339	100000	-121.9971	37.52851	FRE
95	Fort Wayne	17.3072	100000	-85.13902	41.07375	FW
96	Arlington CDP	17.0936	100000	-77.10191	38.87872	ARL
97	Newport News	17.0045	100000	-76.51416	37.07585	NN
98	Worcester	16.9759	100000	-71.80892	42.26963	WOR
99	Knoxville	16.5121	100000	-83.94629	35.97455	KNO
100	Modesto	16.473	100000	-120.9939	37.6598	MOD
101	Orlando	16.4693	100000	-81.37425	28.50475	ORL
102	San Bernadino	16.4164	100000	-117.2923	34.13975	SB
103	Syracuse	16.386	100000	-76.14407	43.04106	SYR
104	Providence	16.0728	100000	-71.41973	41.82195	PRO
105	Salt Lake City	15.9936	100000	-111.9299	40.77727	SLC
106	Huntsville	15.9789	100000	-86.62772	34.70705	HUN
107	Amarilloo	15.7615	100000	-101.8188	35.2035	AMA
108	Springfield	15.6983	100000	-72.53905	42.11503	SPR
109	Irving	15.5037	100000	-96.96934	32.85769	IRV
110	Chattanooga	15.2466	100000	-85.25696	35.06621	CHA
111	Chesapeake	15.1976	100000	-76.30877	36.67881	CHE
112	Kansas City	14.9767	100000	-94.72712	39.11847	KC
113	Matairie CDP	14.9428	100000	-90.1774	29.9976	MAT
114	Fort Lauderdale	14.9377	100000	-80.1395	26.14255	FL
115	Glendale	14.8134	100000	-112.2016	33.58413	GLE
116	Warren	14.4864	100000	-83.0282	42.493	WAR
117	Winston-Salem	14.3485	100000	-80.26291	36.1021	WS
118	Garden Grove	14.305	100000	-117.9594	33.77875	GG
119	Oxnard	14.2216	100000	-119.2137	34.19743	OXN
120	Tempe	14.1865	100000	-111.9306	33.38835	TEM
121	Bridgeport	14.1686	100000	-73.19621	41.18632	BRI
122	Paterson	14.0891	100000	-74.16341	40.91445	PAT
123	Flint	14.0761	100000	-83.6928	43.02285	FLI
124	Springfield	14.0494	100000	-93.2861	37.1962	SPR
125	Hartford	13.9739	100000	-72.68387	41.7657	HAR
126	Rockford	13.9426	100000	-89.06315	42.2703	ROC
127	Savannah	13.756	100000	-81.13165	32.02436	SAV
128	Durham	13.6611	100000	-78.91498	35.98045	DUR
129	Chula Vista	13.5163	100000	-117.0447	32.62845	CV
130	Reno	13.385	100000	-119.8225	39.5387	REN
131	Hampton	13.3793	100000	-76.29498	37.04985	HAM
132	Ontario	13.3179	100000	-117.6058	34.05441	ONT
133	Torrance	13.3107	100000	-118.3404	33.8348	TOR
134	Pomona	13.1723	100000	-117.7614	34.05895	POM
135	Pasadena	13.1591	100000	-118.1387	34.1607	PAS
136	New Haven	13.0474	100000	-72.92407	41.3101	NH
137	Scottsdale	13.0069	100000	-111.8705	33.68599	SCO
138	Plano	12.8713	100000	-96.74666	33.0462	PLA
139	Oceanside	12.8398	100000	-117.3103	33.22507	OCE
140	Lansing	12.7321	100000	-84.55489	42.7096	LAN
141	Lakewood	12.6481	100000	-105.1136	39.6952	LAK
142	East Los Angeles	12.6379	100000	-118.1686	34.03265	ELA
143	Evansville	12.6272	100000	-87.5433	37.98415	EVA
144	Boise City	12.5738	100000	-116.2261	43.60665	BC
145	Tallahassee	12.4773	100000	-84.2814	30.457	TAL
146	Paradise CDP	12.4682	100000	-115.1336	36.08083	PAR
147	Laredo	12.2899	100000	-99.4866	27.5343	LAR
148	Hollywood	12.1697	100000	-80.16476	26.02982	HOL
149	Topeka	11.9883	100000	-95.692	39.0379	TOP
150	Pasadena	11.9363	100000	-95.15202	29.6606	PAS
