150
60	name	26.1229	100000	36.9232	76.24494	   
61	name	25.8295	100000	36.20575	115.2228	   
62	name	25.7453	100000	27.70573	97.29283	   
63	name	23.8629	100000	27.758	82.64212	   
64	name	23.1636	100000	43.16865	77.61584	   
65	name	22.8537	100000	40.7113	74.06496	   
66	name	22.6505	100000	33.94044	117.3974	   
67	name	22.5366	100000	38.04275	84.45946	   
68	name	22.3019	100000	41.0804	81.5215	   
69	name	22.2103	100000	39.71227	104.7298	   
70	name	21.9531	100000	30.44897	91.12604	   
71	name	21.0943	100000	37.96985	121.3067	   
72	name	20.7951	100000	35.82195	78.65875	   
73	name	20.3056	100000	37.53105	77.47458	   
74	name	19.8525	100000	32.47195	93.80005	   
75	name	19.6637	100000	32.31973	90.20854	   
76	name	19.6278	100000	30.67745	88.08896	   
77	name	19.3187	100000	41.57674	93.61741	   
78	name	19.1972	100000	40.8164	96.68817	   
79	name	19.1262	100000	43.0798	89.38752	   
80	name	18.9126	100000	42.96125	85.65573	   
81	name	18.8082	100000	40.94703	73.86751	   
82	name	18.8004	100000	25.86175	80.29677	   
83	name	18.7106	100000	32.3544	86.28429	   
84	name	18.6206	100000	33.57585	101.8754	   
85	name	18.3521	100000	36.0789	79.82689	   
86	name	18.2044	100000	39.77907	84.19736	   
87	name	18.1519	100000	33.69176	118.0081	   
88	name	18.065	100000	32.9108	96.6293	   
89	name	18.0038	100000	34.17672	118.2533	   
90	name	17.7196	100000	47.6723	117.414	   
91	name	17.6664	100000	47.252	122.4598	   
92	name	17.5795	100000	34.7224	92.35408	   
93	name	17.482	100000	35.3577	119.0046	   
94	name	17.3339	100000	37.52851	121.9971	   
95	name	17.3072	100000	41.07375	85.13902	   
96	name	17.0936	100000	38.87872	77.10191	   
97	name	17.0045	100000	37.07585	76.51416	   
98	name	16.9759	100000	42.26963	71.80892	   
99	name	16.5121	100000	35.97455	83.94629	   
100	name	16.473	100000	37.6598	120.9939	   
101	name	16.4693	100000	28.50475	81.37425	   
102	name	16.4164	100000	34.13975	117.2923	   
103	name	16.386	100000	43.04106	76.14407	   
104	name	16.0728	100000	41.82195	71.41973	   
105	name	15.9936	100000	40.77727	111.9299	   
106	name	15.9789	100000	34.70705	86.62772	   
107	name	15.7615	100000	35.2035	101.8188	   
108	name	15.6983	100000	42.11503	72.53905	   
109	name	15.5037	100000	32.85769	96.96934	   
110	name	15.2466	100000	35.06621	85.25696	   
111	name	15.1976	100000	36.67881	76.30877	   
112	name	14.9767	100000	39.11847	94.72712	   
113	name	14.9428	100000	29.9976	90.1774	   
114	name	14.9377	100000	26.14255	80.1395	   
115	name	14.8134	100000	33.58413	112.2016	   
116	name	14.4864	100000	42.493	83.0282	   
117	name	14.3485	100000	36.1021	80.26291	   
118	name	14.305	100000	33.77875	117.9594	   
119	name	14.2216	100000	34.19743	119.2137	   
120	name	14.1865	100000	33.38835	111.9306	   
121	name	14.1686	100000	41.18632	73.19621	   
122	name	14.0891	100000	40.91445	74.16341	   
123	name	14.0761	100000	43.02285	83.6928	   
124	name	14.0494	100000	37.1962	93.2861	   
125	name	13.9739	100000	41.7657	72.68387	   
126	name	13.9426	100000	42.2703	89.06315	   
127	name	13.756	100000	32.02436	81.13165	   
128	name	13.6611	100000	35.98045	78.91498	   
129	name	13.5163	100000	32.62845	117.0447	   
130	name	13.385	100000	39.5387	119.8225	   
131	name	13.3793	100000	37.04985	76.29498	   
132	name	13.3179	100000	34.05441	117.6058	   
133	name	13.3107	100000	33.8348	118.3404	   
134	name	13.1723	100000	34.05895	117.7614	   
135	name	13.1591	100000	34.1607	118.1387	   
136	name	13.0474	100000	41.3101	72.92407	   
137	name	13.0069	100000	33.68599	111.8705	   
138	name	12.8713	100000	33.0462	96.74666	   
139	name	12.8398	100000	33.22507	117.3103	   
140	name	12.7321	100000	42.7096	84.55489	   
141	name	12.6481	100000	39.6952	105.1136	   
142	name	12.6379	100000	34.03265	118.1686	   
143	name	12.6272	100000	37.98415	87.5433	   
144	name	12.5738	100000	43.60665	116.2261	   
145	name	12.4773	100000	30.457	84.2814	   
146	name	12.4682	100000	36.08083	115.1336	   
147	name	12.2899	100000	27.5343	99.4866	   
148	name	12.1697	100000	26.02982	80.16476	   
149	name	11.9883	100000	39.0379	95.692	   
150	name	11.9363	100000	29.6606	95.15202
